Price,House Type,Area in sq ft,No. of Bedrooms,Location,City/County,Postal Code,Outcode,log_price,price_band
3250000,House,2543,5,hampstead,london,NW3 3HL,NW3,14.994165554305921,8
700000,Flat / Apartment,797,2,lurline gardens,london,SW11 4DF,SW11,13.458835614025542,2
595000,Flat / Apartment,760,2,,london,W5 3RP,W5,13.296316684527767,1
525000,Flat / Apartment,540,1,putney,london,SW15 2QU,SW15,13.17115354157376,0
2450000,House,3007,6,wimbledon,london,SW20 8PA,SW20,14.71159858252091,7
550000,House,538,2,wimbledon,london,SW19 3HH,SW19,13.217673557208654,0
3950000,House,6186,6,wimbledon,london,SW19 4UF,SW19,15.189226136877304,9
600000,Flat / Apartment,1024,1,,london,SW18 2QF,SW18,13.304684934198283,1
1450000,House,1984,5,wandsworth,london,SW18 1BX,SW18,14.187074114396758,5
5750000,House,2896,3,belgravia,london,SW1W 0JA,SW1W,15.564710412773533,9
7500000,Flat / Apartment,1793,2,,london,SW7 1BX,SW7,15.830413578506539,9
180000,Flat / Apartment,745,2,bow,london,E3 3AN,E3,12.100712129872347,0
699950,House,909,3,richmond,surrey,TW9 2AW,TW9,13.458764182902971,2
665000,Flat / Apartment,935,3,richmond,surrey,TW10 6PW,TW10,13.407542319637992,1
210000,Studio,328,1,putney,london,SW15 3HJ,SW15,12.254862809699606,0
1550000,House,3112,5,northwood,middlesex,HA6 2TG,HA6,14.253765488895429,6
865000,House,1292,3,northwood,hertfordshire,HA6 1AR,HA6,13.670484785914017,3
18000000,House,8315,7,mayfair,london,W1K 2NP,W1K,16.70588231586044,9
1100000,House,3153,5,woodford green,essex,IG8 0PP,IG8,13.9108207377686,4
2850000,House,2857,5,islington,london,N1 1BJ,N1,14.862829552244833,8
1150000,Flat / Apartment,1074,3,islington,london,N1 1HT,N1,13.955272500339433,4
550000,Penthouse,414,1,hackney,london,E2 8HN,E2,13.217673557208654,0
690000,New development,596,1,hackney,london,E2 8HN,E2,13.444446876573442,2
995000,Flat / Apartment,999,2,fortune green,london,NW2 2BX,NW2,13.81049801614073,4
575000,Penthouse,1029,3,esher,surrey,KT10 9QS,KT10,13.262125319779487,1
334950,Flat / Apartment,477,1,claygate,surrey,KT10 0RB,KT10,12.721736545936414,0
1000000,Penthouse,962,2,putney,london,SW15 2FU,SW15,13.815510557964274,4
750000,House,1510,3,thames ditton,surrey,KT7 0QX,KT7,13.527828485512494,2
2100000,New development,3596,5,surbiton,surrey,KT6 6JN,KT6,14.557447902693651,7
1299000,New development,1903,4,east molesey,surrey,KT8 9DX,KT8,14.077105295652737,5
1900000,House,2358,4,,london,SW14 7LQ,SW14,14.457364444136669,7
1295000,House,1813,4,east sheen,london,SW14 8DB,SW14,14.074021253115776,5
1280000,Flat / Apartment,1169,2,star place,london,E1W 1AE,E1W,14.0623706358958,5
1425000,House,2028,4,chiswick,london,W4 3LL,W4,14.169682371684887,5
1795000,House,1720,4,barnes,london,SW13 0EX,SW13,14.400515579904516,6
1125000,House,1423,4,battersea,london,SW11 2QD,SW11,13.933293593620657,4
945000,Flat / Apartment,1001,2,battersea park road,london,SW11 4LZ,SW11,13.758940206475879,3
3150000,House,2809,5,battersea,london,SW11 4PR,SW11,14.962913010801817,8
699950,Flat / Apartment,920,2,highbury,london,N5 2NP,N5,13.458764182902971,2
1275000,House,1420,4,chiswick,london,W4 1BY,W4,14.058456736574664,5
3750000,House,2428,3,,london,SW10 0HX,SW10,15.137266397946593,9
460000,Flat / Apartment,431,1,abbey road,london,NW8 9AB,NW8,13.038981768465277,0
6795000,House,4637,6,st johns wood,london,NW8 9JE,NW8,15.731697605567382,9
1695000,House,2096,4,putney,london,SW15 1QD,SW15,14.343193298796688,6
1050000,House,2254,5,loughton,essex,IG10 1PX,IG10,13.864300722133706,4
15950000,House,4090,4,,london,SW3 2ED,SW3,16.584969387195127,9
900000,Flat / Apartment,769,2,grays inn,london,WC1X 9HF,WC1X,13.710150042306449,3
6950000,Flat / Apartment,3001,4,,london,SW5 0AY,SW5,15.754252217540975,9
1200000,Flat / Apartment,1155,3,barnes,london,SW13 0NS,SW13,13.997832114758229,4
399995,Flat / Apartment,990,3,blackheath,london,SE3 7PE,SE3,12.899207326011993,0
1100000,House,1607,4,south hackney,london,E9 7AH,E9,13.9108207377686,4
650000,New development,646,2,kingsland road,london,E2 8AG,E2,13.38472764187182,1
2950000,House,3716,5,east sheen,london,SW14 7AP,SW14,14.897315728316002,8
600000,House,953,3,,london,SW11 5BX,SW11,13.304684934198283,1
2450000,House,2313,4,fulham,london,SW6 2JE,SW6,14.71159858252091,7
775000,Flat / Apartment,939,2,,london,SW18 2EN,SW18,13.560618308335483,2
625000,Flat / Apartment,652,2,st johns wood,london,NW8 9EL,NW8,13.345506928718539,1
295000,Studio,344,1,regents park,london,NW1 4HR,NW1,12.594730635321957,0
2350000,House,1519,4,st johns wood,london,NW8 6JJ,NW8,14.669925886120343,7
1999995,House,1935,5,shoreditch,london,E2 7BX,E2,14.508655238521094,7
2250000,House,1299,3,,london,SW1X 8RS,SW1X,14.626440774180603,7
550000,Flat / Apartment,582,2,richmond,surrey,TW9 1UA,TW9,13.217673557208654,0
499000,Flat / Apartment,451,1,camden,london,NW1 9RN,NW1,13.120361374733656,0
850000,Flat / Apartment,1339,3,,london,SW11 1TH,SW11,13.652991628466498,3
950000,House,1857,4,woodford green,essex,IG8 8RZ,IG8,13.764217263576723,3
799999,House,1507,4,epping,essex,CM16 7JN,CM16,13.592365756649283,2
2500000,House,1340,3,,london,SW1W 8JR,SW1W,14.73180128983843,8
6450000,House,3336,5,belgravia,london,SW1W 8EZ,SW1W,15.679590688771956,9
2250000,Penthouse,1765,2,,london,W2 4HU,W2,14.626440774180603,7
2500000,Flat / Apartment,1752,3,,london,W8 6TW,W8,14.73180128983843,8
475000,New development,560,1,city north place,london,N4 3FQ,N4,13.071070083016778,0
560000,New development,657,2,holloway,london,N7 0JN,N7,13.235692062711331,1
610000,New development,758,2,holloway,london,N7 0JN,N7,13.321214236149494,1
600000,New development,758,2,holloway,london,N7 0JN,N7,13.304684934198283,1
615000,Flat / Apartment,797,1,fulham,london,SW6 2FH,SW6,13.329377546788654,1
625000,Flat / Apartment,960,2,richmond,middlesex,TW10 5BB,TW10,13.345506928718539,1
600000,Flat / Apartment,658,1,st peters square,london,W6 9AW,W6,13.304684934198283,1
650000,Flat / Apartment,848,2,battersea,london,SW11 4BT,SW11,13.38472764187182,1
1285000,House,1476,3,richmond,surrey,TW9 2TF,TW9,14.066269276311457,5
1795000,House,1824,5,kentish town,london,NW5 1AJ,NW5,14.400515579904516,6
825000,Flat / Apartment,843,2,fulham,london,SW6 1QR,SW6,13.623138665316818,3
2350000,House,3180,6,,london,SW2 4NX,SW2,14.669925886120343,7
2350000,Flat / Apartment,2577,3,old street,london,N1 7LG,N1,14.669925886120343,7
2500000,Flat / Apartment,1498,2,,london,SW7 4JA,SW7,14.73180128983843,8
675000,Flat / Apartment,946,3,,london,SW17 8AY,SW17,13.422467969854667,1
4650000,House,7996,6,oxshott,surrey,KT22 0PN,KT22,15.35237777756354,9
1695000,House,6356,6,uxbridge,middlesex,UB9 6LU,UB9,14.343193298796688,6
1050000,Flat / Apartment,976,2,the metal works,london,SW4 0JT,SW4,13.864300722133706,4
1200000,Flat / Apartment,932,2,belsize park,london,NW3 4UR,NW3,13.997832114758229,4
625000,Flat / Apartment,663,2,,london,SW6 6TA,SW6,13.345506928718539,1
649950,House,1378,4,walton-on-thames,surrey,KT12 2AE,KT12,13.384650715836164,1
450000,Flat / Apartment,600,2,garratt lane,london,SW18 4FR,SW18,13.017002861746503,0
3450000,House,3070,5,fulham,london,SW6 3SR,SW6,15.053884789007542,8
995000,Flat / Apartment,908,2,pimlico,london,SW1V 4QE,SW1V,13.81049801614073,4
795000,Flat / Apartment,1536,3,wimbledon,london,SW19 7DN,SW19,13.58609739363647,2
1775000,House,2336,5,wimbledon,london,SW19 8LF,SW19,14.389310980891652,6
1295000,House,2371,5,walton-on-thames,surrey,KT12 5LJ,KT12,14.074021253115776,5
975000,House,1201,3,richmond,surrey,TW10 7BF,TW10,13.790192749979985,3
1100000,House,3185,5,coulsdon,surrey,CR5 3EZ,CR5,13.9108207377686,4
549950,Flat / Apartment,730,1,putney,london,SW15 1DS,SW15,13.217582643985264,0
295000,Studio,277,1,,london,SW4 9HU,SW4,12.594730635321957,0
2600000,Flat / Apartment,1779,3,little venice,london,W9 1AZ,W9,14.77102200299171,8
700000,House,1441,4,woodford green,essex,IG8 8AZ,IG8,13.458835614025542,2
3950000,House,1917,1,knightsbridge,london,SW1X 0AX,SW1X,15.189226136877304,9
1500000,House,1666,3,,london,N7 8LS,N7,14.22097566607244,6
1350000,House,1629,4,highbury,london,N5 1EH,N5,14.115615150414612,5
900000,Flat / Apartment,1069,2,,london,N1 3NU,N1,13.710150042306449,3
2750000,House,2500,5,islington,london,N7 8PN,N7,14.827111469642754,8
699500,New development,990,2,london,london,N7 6RG,N7,13.458121073087673,2
799950,Flat / Apartment,770,2,hampstead,london,NW3 1LD,NW3,13.592304504696857,2
2895000,House,2730,5,fulham,london,SW6 4AL,SW6,14.878495668989233,8
799950,Flat / Apartment,940,3,queens club gardens,london,W14 9SF,W14,13.592304504696857,2
2250000,House,2949,6,fulham,london,SW6 2TB,SW6,14.626440774180603,7
1125000,House,2495,5,esher,surrey,KT10 0TF,KT10,13.933293593620657,4
2020000,New development,1262,3,earls court,london,SW6 1UE,SW6,14.518608069377388,7
975000,House,1308,4,tooting,london,SW17 0EG,SW17,13.790192749979985,3
1595000,House,2790,6,,london,SW17 8RN,SW17,14.282384294201082,6
850000,Flat / Apartment,978,3,clerkenwell,london,EC1V 8BG,EC1V,13.652991628466498,3
570000,Flat / Apartment,682,2,,london,W12 9BD,W12,13.253391639810733,1
2400000,House,2411,4,highgate,london,N6 4AA,N6,14.690979295318174,7
475000,Flat / Apartment,496,1,greenwich,london,SE10 9FJ,SE10,13.071070083016778,0
800000,Flat / Apartment,734,2,richmond,surrey,TW10 6QH,TW10,13.592367006650065,2
950000,House,3006,5,coulsdon,surrey,CR5 3PG,CR5,13.764217263576723,3
1200000,House,1934,4,putney,london,SW15 4HH,SW15,13.997832114758229,4
3250000,House,4370,6,wimbledon,london,SW19 7DP,SW19,14.994165554305921,8
2375000,House,2153,3,islington,london,N1 0RD,N1,14.68050799545088,7
650000,Flat / Apartment,595,2,shannon place,london,NW8 7DN,NW8,13.38472764187182,1
1295000,House,876,4,putney,london,SW15 2DS,SW15,14.074021253115776,5
1000000,House,905,2,putney,london,SW15 1PD,SW15,13.815510557964274,4
1885000,Flat / Apartment,1675,4,prince of wales drive,london,SW11 4DL,SW11,14.449438378864247,7
635000,Flat / Apartment,797,2,,london,SW19 4HS,SW19,13.36138027787483,1
3495000,New development,4420,6,wimbledon,london,SW20 8TG,SW20,15.066843933650048,8
1200000,House,1378,3,wandsworth,london,SW18 1AL,SW18,13.997832114758229,4
1200000,House,1751,4,wandsworth,london,SW18 3TF,SW18,13.997832114758229,4
1600000,House,2330,5,wandsworth,london,SW18 2DZ,SW18,14.28551418721001,6
799000,House,1214,3,putney,london,SW15 2EX,SW15,13.591116224748411,2
850000,Flat / Apartment,876,2,putney,london,SW15 2DZ,SW15,13.652991628466498,3
500000,Flat / Apartment,872,2,northwood,middlesex,HA6 3NL,HA6,13.122363377404328,0
2500000,House,1323,3,marylebone,london,W1H 2JR,W1H,14.73180128983843,8
3950000,House,2547,4,hyde park,london,W2 2AS,W2,15.189226136877304,9
2995000,House,1393,3,,london,SW1W 0JA,SW1W,14.912454789531687,8
995000,Flat / Apartment,888,1,,london,SW10 9JJ,SW10,13.81049801614073,4
2250000,House,1857,4,,london,N1 8BA,N1,14.626440774180603,7
749950,Flat / Apartment,855,2,,london,N1 6JB,N1,13.527761816623505,2
420000,New development,538,1,holloway,london,N7 0JN,N7,12.948009990259552,0
424995,Flat / Apartment,422,1,hackney,london,E8 3AA,E8,12.959832683131467,0
2150000,Flat / Apartment,2074,4,east heath road,london,NW3 1BP,NW3,14.580978400103845,7
1500000,House,1645,3,fulham,london,SW6 7AB,SW6,14.22097566607244,6
1575000,House,2115,4,,london,SW12 8LQ,SW12,14.269765830241871,6
1500000,House,2242,5,,london,SW12 8RR,SW12,14.22097566607244,6
550000,Flat / Apartment,600,1,canary wharf,london,E14 9RT,E14,13.217673557208654,0
475000,Flat / Apartment,381,1,clerkenwell,london,WC1X 0EG,WC1X,13.071070083016778,0
595000,Flat / Apartment,791,2,edith terrace,london,SW10 0TL,SW10,13.296316684527767,1
2250000,House,2937,6,barnes,london,SW13 9PR,SW13,14.626440774180603,7
755000,Flat / Apartment,907,3,,london,SW6 5LN,SW6,13.534473028231162,2
900000,Flat / Apartment,1218,3,battersea,london,SW11 3ND,SW11,13.710150042306449,3
1990000,Flat / Apartment,1560,2,st jamess,london,SW1E 6LB,SW1E,14.503645196700676,7
1195000,House,1464,3,wimbledon,london,SW19 8SZ,SW19,13.993656743347747,4
450000,Flat / Apartment,696,2,,london,SW18 4EE,SW18,13.017002861746503,0
325000,Flat / Apartment,339,1,victoria park,london,E9 5HP,E9,12.691580461311874,0
1150000,House,1541,4,,london,E9 5SL,E9,13.955272500339433,4
850000,Flat / Apartment,1456,2,putney,london,SW15 6AR,SW15,13.652991628466498,3
879000,New development,1004,2,putney,london,SW15 1PP,SW15,13.686540176667314,3
1295000,House,1875,5,,london,SW11 1QB,SW11,14.074021253115776,5
575000,Flat / Apartment,695,2,nightingale lane,london,SW12 8AH,SW12,13.262125319779487,1
4100000,Flat / Apartment,1496,2,mayfair,london,W1K 6RG,W1K,15.226497531674536,9
1800000,House,1919,3,islington,london,N1 3BD,N1,14.403297222866392,6
649950,Flat / Apartment,804,2,holloway road,london,N7 8BW,N7,13.384650715836164,1
899950,Flat / Apartment,1143,2,west hampstead,london,NW6 1HR,NW6,13.710094485207625,3
1999950,New development,1848,3,,london,SW6 4PS,SW6,14.508632738211714,7
1995000,New development,3510,5,surbiton,surrey,KT6 6JN,KT6,14.506154608306101,7
1595000,Flat / Apartment,1170,2,kensington,london,SW7 5RR,SW7,14.282384294201082,6
499000,New development,690,2,mayflower street,london,SE16 4JL,SE16,13.120361374733656,0
3410000,Penthouse,2852,4,riverside quarter,london,SW18 1PP,SW18,15.0422228492597,8
6750000,Flat / Apartment,2823,5,,london,SW7 3QB,SW7,15.725053062848712,9
2850000,House,1724,3,,london,SW7 3BT,SW7,14.862829552244833,8
1895000,Flat / Apartment,1474,3,,london,SW7 3PE,SW7,14.454729396498664,7
1650000,House,1756,4,fulham,london,SW6 6RB,SW6,14.316285845876763,6
1225000,House,1806,4,fulham,london,W6 8NQ,W6,14.018451401960965,5
1100000,House,2145,5,,london,W12 7HG,W12,13.9108207377686,4
1095000,House,950,2,wimbledon,london,SW19 4PA,SW19,13.906264921232738,4
2395000,House,3498,5,kingston upon thames,surrey,KT2 7LN,KT2,14.688893788827153,7
550000,Flat / Apartment,904,2,wimbledon,london,SW20 8JB,SW20,13.217673557208654,0
1500000,House,2583,5,wandsworth,london,SW18 3DA,SW18,14.22097566607244,6
750000,Flat / Apartment,911,2,wandsworth,london,SW18 1AS,SW18,13.527828485512494,2
1150000,House,1822,5,wandsworth,london,SW18 3BN,SW18,13.955272500339433,4
665000,Flat / Apartment,647,2,shannon place,london,NW8 7DP,NW8,13.407542319637992,1
1250000,Flat / Apartment,1036,2,st johns wood,london,NW8 9UJ,NW8,14.038654109278484,5
1895000,House,2564,5,richmond,surrey,TW9 2PE,TW9,14.454729396498664,7
600000,Flat / Apartment,632,2,webbs road,london,SW11 6SE,SW11,13.304684934198283,1
700000,Flat / Apartment,946,2,,london,SW11 6JX,SW11,13.458835614025542,2
2450000,House,3020,6,clapham,london,SW11 6ES,SW11,14.71159858252091,7
1750000,Flat / Apartment,853,2,,london,SW1X 9HA,SW1X,14.375126345899696,6
895000,New development,1033,3,islington,london,N1 7EG,N1,13.704578997256993,3
1000000,Flat / Apartment,884,1,hampstead,london,NW3 1DD,NW3,13.815510557964274,4
2300000,House,2124,4,fulham,london,SW6 2HH,SW6,14.648419680899378,7
375000,Flat / Apartment,444,1,ealing,london,W5 2QS,W5,12.834681304952548,0
2150000,House,3177,5,esher,surrey,KT10 8PY,KT10,14.580978400103845,7
785000,New development,1474,3,esher,surrey,KT10 0HG,KT10,13.573438996764546,2
725000,New development,591,1,,london,SW6 1EY,SW6,13.493926933836812,2
2850000,House,5130,7,richmond,surrey,TW10 5AL,TW10,14.862829552244833,8
5950000,New development,11716,6,oxshott,surrey,KT22 0SW,KT22,15.598901777521812,9
985000,Flat / Apartment,1140,2,thirleby road,london,SW1P 1HN,SW1P,13.800396920154226,3
585000,Flat / Apartment,795,2,,london,SW18 2ND,SW18,13.279367126213993,1
995000,House,1993,5,wandsworth,london,SW18 2DG,SW18,13.81049801614073,4
550000,Flat / Apartment,666,2,shoreditch,london,E2 6DE,E2,13.217673557208654,0
7300000,Flat / Apartment,2230,3,belgravia,london,SW1W 9DH,SW1W,15.80338490611862,9
1250000,Flat / Apartment,885,2,primrose hill,london,NW3 3DR,NW3,14.038654109278484,5
3750000,House,2396,4,hyde park estate,london,W2 2SA,W2,15.137266397946593,9
430000,Studio,514,1,clapham common north side,london,SW4 0AB,SW4,12.971540487669746,0
830000,Flat / Apartment,891,2,clapham common north side,london,SW4 0AB,SW4,13.62918097977278,3
1100000,Flat / Apartment,635,1,fitzrovia,london,W1T 3BJ,W1T,13.9108207377686,4
3100000,New development,1410,3,covent garden,london,WC2N 6LU,WC2N,14.946912669455374,8
925000,Flat / Apartment,706,1,,london,W8 4HH,W8,13.737549016494562,3
2650000,House,3319,6,highbury,london,N5 2JA,N5,14.790070197962406,8
450000,Flat / Apartment,569,2,hurlock street,london,N5 1EU,N5,13.017002861746503,0
650000,Flat / Apartment,720,2,hackney,london,E8 3GT,E8,13.38472764187182,1
799950,Flat / Apartment,956,2,west hampstead,london,NW6 1JY,NW6,13.592304504696857,2
1250000,Penthouse,1209,2,fulham,london,SW6 2SD,SW6,14.038654109278484,5
2995000,House,5614,6,esher,surrey,KT10 9TW,KT10,14.912454789531687,8
2250000,House,3661,4,esher,surrey,KT10 9LU,KT10,14.626440774180603,7
2995000,House,7087,7,esher,surrey,KT10 9TT,KT10,14.912454789531687,8
1100000,New development,1629,3,east molesey,surrey,KT8 9DX,KT8,13.9108207377686,4
3350000,House,3770,6,richmond,surrey,TW10 5BP,TW10,15.02447090380125,8
775000,Flat / Apartment,810,1,clerkenwell,london,EC1V 4LD,EC1V,13.560618308335483,2
800000,House,1080,3,acton,london,W3 8AN,W3,13.592367006650065,2
1850000,House,1735,4,barnes,london,SW13 0EH,SW13,14.430696197054507,6
1500000,House,1108,3,barnes,london,SW13 0PG,SW13,14.22097566607244,6
1695000,House,2147,5,,london,W12 9SJ,W12,14.343193298796688,6
750000,Flat / Apartment,686,1,battersea,london,SW11 8EU,SW11,13.527828485512494,2
1985000,Flat / Apartment,1492,3,battersea,london,SW11 4BW,SW11,14.501129472103427,7
1100000,Flat / Apartment,1125,2,st johns wood,london,NW8 9UJ,NW8,13.9108207377686,4
650000,Flat / Apartment,674,2,clerkenwell,london,EC1V 3PA,EC1V,13.38472764187182,1
4500000,House,2145,3,belgravia,london,SW1W 8PG,SW1W,15.319587954740548,9
4750000,New development,2552,4,notting hill,london,W2 5PH,W2,15.373655176010823,9
995000,House,1706,5,buckhurst hill,essex,IG9 5NP,IG9,13.81049801614073,4
2150000,House,2172,3,highgate,london,N6 4RT,N6,14.580978400103845,7
695000,Flat / Apartment,964,2,ealing,london,W5 2HT,W5,13.45166712454693,2
575000,Flat / Apartment,573,2,,london,W14 9HA,W14,13.262125319779487,1
1950000,Flat / Apartment,966,2,,london,SW5 0HQ,SW5,14.48333993053993,7
2000000,House,2365,4,,london,SW14 8RW,SW14,14.508657738524219,7
1100000,Flat / Apartment,816,2,star place,london,E1W 1AB,E1W,13.9108207377686,4
1550000,House,2500,5,,london,SW17 8RL,SW17,14.253765488895429,6
649999,New development,569,1,hackney road,london,E2 8NA,E2,13.384726103409099,1
1500000,House,1868,5,chiswick,london,W4 5JR,W4,14.22097566607244,6
725000,House,960,3,hartington road,london,W4 3UQ,W4,13.493926933836812,2
785000,Flat / Apartment,739,2,,london,SW6 7TP,SW6,13.573438996764546,2
400000,Flat / Apartment,491,1,south hackney,london,E9 7DS,E9,12.89921982609012,0
1395000,House,2141,4,northwood,middlesex,HA6 3RD,HA6,14.148404973237604,5
799950,House,1519,4,northwood,middlesex,HA6 3PS,HA6,13.592304504696857,2
975000,Bungalow,2169,3,chigwell,essex,IG7 6JD,IG7,13.790192749979985,3
4750000,House,2157,4,belgravia,london,SW1X 9RP,SW1X,15.373655176010823,9
899950,Flat / Apartment,947,2,,london,N5 2ET,N5,13.710094485207625,3
925000,Flat / Apartment,931,2,islington,london,N1 1EA,N1,13.737549016494562,3
1800000,House,1776,5,fulham,london,SW6 3RB,SW6,14.403297222866392,6
2950000,House,3144,6,fulham,london,SW6 3SW,SW6,14.897315728316002,8
795000,New development,825,2,fulham,london,SW6 2FS,SW6,13.58609739363647,2
795000,Flat / Apartment,798,2,imperial wharf,london,SW6 2GZ,SW6,13.58609739363647,2
499999,Flat / Apartment,452,1,longfield avenue,london,W5 2QY,W5,13.12236137740233,0
1450000,House,2523,4,surbiton,surrey,KT6 5BX,KT6,14.187074114396758,5
780000,New development,558,1,,london,SW6 1FU,SW6,13.567049198665774,2
398000,New development,461,1,ashton reach,london,SE16 7EP,SE16,12.894207284266574,0
570000,Flat / Apartment,680,2,,london,SE17 3BZ,SE17,13.253391639810733,1
625000,House,1007,2,,london,SW17 0TR,SW17,13.345506928718539,1
1150000,House,1259,3,barnes,london,SW13 0PT,SW13,13.955272500339433,4
655000,Flat / Apartment,703,2,clerkenwell,london,EC1V 3PA,EC1V,13.39239051461739,1
375000,Flat / Apartment,482,1,hoxton,london,N1 5JQ,N1,12.834681304952548,0
2395000,House,2221,4,primrose hill,london,NW3 3AG,NW3,14.688893788827153,7
670000,Flat / Apartment,614,2,,london,SW11 1ES,SW11,13.415032991367148,1
1450000,House,1792,5,,london,SW11 6JZ,SW11,14.187074114396758,5
